Proposal ID,Snapshot ID,Author,Type,Title,Started,Ended,Threshold,Status,Forum Topic,Total VP,MANA VP,LAND VP,NAMES VP,DELEGATED VP,Votes
7d2b63d0-2fd1-11ee-a512-65477fceb1b0,0x6b36428eaf5d1bdebc71b49c60bc2f92e95caf4805dcf58c19e181718bf46fd7,0x511a22cdd2c4ee8357bb02df2578037ffe8a4d8d,pitch,A Decentraland-focused Community Hub,2023-07-31T18:38:00.973Z,2023-08-10T18:38:00.972Z,2000000,active,20064,"6,643,402","18,334","56,000","358,900","6,091,280",56
78bacea0-2fa2-11ee-a512-65477fceb1b0,0x9333d345617ec0547ed38f5a626454145b5046b05e976c513ed47ef9135be15c,0x247e0896706bb09245549e476257a0a1129db418,poll,Should the Community Be the Final Arbiter in Grants Revocation Decisions ?,2023-07-31T13:02:00.178Z,2023-08-05T13:02:00.177Z,500000,active,20062,"1,239,927","6,155","24,000","24,400","1,181,306",65
441a7810-2f18-11ee-a512-65477fceb1b0,0x6842bd4b41d086efeda6284eaab4bc5098ba114eeb6a9c2a72f1e4605590e5dd,0xd5e9ef1cedad0d135d543d286a2c190b16cbb89e,poll,Would you join an Unofficial DAO Discord server?,2023-07-30T20:32:00.337Z,2023-08-04T20:32:00.336Z,500000,active,20057,"6,511,236","20,009","56,000","131,800","6,232,984",87
ad673280-2e10-11ee-a512-65477fceb1b0,0xef78cb3bff1781b3df8c5c1f877754d3e4d522ba83d2af56b0c0b4c14a6b5600,0x5985eb4a8e0e1f7bca9cc0d7ae81c2943fb205bd,poll,Do you think the DAO is inherently corrupt and toxic? ,2023-07-29T13:06:00.864Z,2023-08-03T13:06:00.863Z,500000,active,20054,"4,844,120","6,645","48,000","262,200","4,471,083",139
a812a4f0-2dec-11ee-a512-65477fceb1b0,0xc766bdf5e6e22a2a99bb1fb9ca425bf5480a81d4ea2ef1e524d67a4a2b44faea,0x51cbed49df38ce133e895b7d8e3ffc640a5e0357,poll,HPrivakos had an alt-account to spread toxicity,2023-07-29T08:48:00.039Z,2023-08-03T08:48:00.038Z,500000,active,20053,"3,993,896","4,187","22,000","252,400","3,663,003",118
fdae4090-2db5-11ee-a512-65477fceb1b0,0xc8add02aa28a7b455a4202f657da278cc307883684234e997d724919666b180c,0x8958bdbeeeeb1a0e3eeec3306e7fc07ca3edd7d8,grant,Creativity & Growth - Sandstorm Creator platform,2023-07-29T02:16:00.345Z,2023-08-12T02:16:00.344Z,6000000,active,20049,"6,085,575","30,834","20,000","13,900","6,020,539",114
35884b50-2db1-11ee-a512-65477fceb1b0,0xd90939adef59fe4eb96f7bd05f9726fc2694674adf5c86d2cd3cdd73c6408145,0xed7461fd98758a84b76d6e941cbb92891443c36f,draft,Permanently ban jar0d,2023-07-29T01:42:00.565Z,2023-08-05T01:42:00.564Z,1000000,active,20048,"9,641,675","19,012","74,000","375,600","9,049,984",133
74161df0-2dae-11ee-a512-65477fceb1b0,0x18695879a5f659da5e53db10398a8c698490a74355c560769c140d976be9fd6a,0x4fee6e3f77767046780237a23dd55ffec03502ca,poll,should the pre-poll proposals be restricted to polls initial creator for draft & binding stages if it's a pass,2023-07-29T01:22:00.023Z,2023-08-03T01:22:00.022Z,500000,active,20047,"7,761,313","14,760","30,000","129,900","7,516,245",104
a52dc990-2da1-11ee-a512-65477fceb1b0,0x7dc700efc462b6b75fa63c4bc93124bf0b9d4a2bd918d20dc3e8345b7da1e01a,0x153b2252eddcb3690ae6f5e9f38be13779e1364d,draft,Should jar0d be permanently banned from the Decentraland DAO Discord?,2023-07-28T23:51:00.929Z,2023-08-04T23:51:00.929Z,1000000,active,20045,"7,823,822","14,282","70,000","147,100","7,522,056",104
8734b1c0-2d82-11ee-a512-65477fceb1b0,0x531a91394c5c30d8c42dc564bca5eed871d354e6818158a473ac701c5f9b8fa7,0xd5bdc028aaeab8d8fa1c5bb577b6c4c3402559f6,grant,Digital Persona,2023-07-28T20:08:00.244Z,2023-08-11T20:08:00.242Z,2000000,active,20044,"5,906,857","32,547","56,000","253,500","5,512,614",76
75295590-2d54-11ee-a512-65477fceb1b0,0x8dcdff6825ded4777b4977a675b10c6629830199c97399fc8a95c455a853e990,0x5985eb4a8e0e1f7bca9cc0d7ae81c2943fb205bd,poll,NAMEs used for a webpage,2023-07-28T14:38:00.121Z,2023-08-02T14:38:00.120Z,500000,active,20041,"3,196,599","5,200","18,000","17,000","3,152,853",95
daa810e0-2c74-11ee-8fbb-d9eddf5c2b3f,0x7cf9d743e92f861853f4fb464db31c14002fa596720f5a9c5c0b0c3770cc1a66,0xbe6511496c78932b2f7cc5f7bc63df8ec23ea904,poll,No-Code Broadcasting Tool with Analytics and Wallet-Based Content Access Capabilities,2023-07-27T11:58:00.134Z,2023-08-01T11:58:00.133Z,500000,rejected,20034,"3,571,925","5,046","44,000","16,100","3,498,089",101
a9148050-2c46-11ee-8fbb-d9eddf5c2b3f,0x9b9fb62f2db1a7c8dc3ad6931e6653b1f92c7279459305fad8cecf5f2b012ffa,0x76d429836cf2d4944a5e4ec689271151f877b252,poll,Do you need a PR group led by DAO Times to promote Decentraland?,2023-07-27T06:27:00.109Z,2023-08-01T06:27:00.108Z,500000,finished,20027,"3,093,961","21,502","54,000","16,600","2,998,089",85
7872fd40-2bde-11ee-8fbb-d9eddf5c2b3f,0xd364a246ca571b0e27bfdce432be50051456e413b781f2bb6e777097bc0aa0e1,0xe6af22b8fd4a2fdfec9a0b18c6be9683882d70e6,poll,DAO grants program - create the Community Building category,2023-07-26T18:01:00.860Z,2023-07-31T18:01:00.860Z,500000,finished,20019,"6,600,803","33,002","88,000","28,500","6,443,844",117
4f8daed0-2b1f-11ee-8fbb-d9eddf5c2b3f,0x56907bfcc5c4446d45cf06147d13d6eec609b7061f0b894ab19f359536344601,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name DragQueen,2023-07-25T19:13:00.373Z,2023-08-01T19:13:00.373Z,500000,rejected,20004,"9,493,202","33,467","34,000","265,300","9,108,125",109
312d3190-2b1f-11ee-8fbb-d9eddf5c2b3f,0x675befdba7de087ea5e788a3138968f943bf573f5ab6f006179b43b363b3275c,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Drag,2023-07-25T19:12:00.409Z,2023-08-01T19:12:00.407Z,500000,rejected,20003,"9,484,987","33,334","32,000","264,100","9,103,253",111
5acefa40-2ac2-11ee-8fbb-d9eddf5c2b3f,0x27d53e348af1b8f74fe49500d45c78c42322c0dd360d4d0588119e7fd818a393,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Whore,2023-07-25T08:07:00.061Z,2023-08-01T08:07:00.058Z,500000,rejected,19968,"10,731,882","45,432","146,000","274,100","10,200,294",107
8e9e2e50-2ac1-11ee-8fbb-d9eddf5c2b3f,0xe45d2b49e22916b0b768c70b9b9a321e11b737f3fa10c8f669584ac41ca576ce,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Prostitute,2023-07-25T08:02:00.485Z,2023-08-01T08:02:00.483Z,500000,rejected,19967,"10,736,737","46,139","124,000","261,400","10,239,141",105
638ace80-2ac1-11ee-8fbb-d9eddf5c2b3f,0x94e39ea31b58a06f7825b4b5679443c45da0fdd868e6a15ec2114f209489a195,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Slut,2023-07-25T08:00:00.216Z,2023-08-01T08:00:00.215Z,500000,rejected,19966,"10,731,680","44,607","122,000","260,000","10,239,141",91
296406e0-2ac1-11ee-8fbb-d9eddf5c2b3f,0xe427606bcca7905f71b74253eb30b5bee19ae25ddb2f9d134b6b75c4f4572f19,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Lesbian,2023-07-25T07:59:00.654Z,2023-08-01T07:59:00.654Z,500000,rejected,19965,"10,743,243","44,651","126,000","268,300","10,238,224",91
0e68d4b0-2ac1-11ee-8fbb-d9eddf5c2b3f,0x61cc64729476f4bfcbfa1ad99511afb40e347ebbdab0a0be502329fb22a6b2c1,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Gay,2023-07-25T07:58:00.387Z,2023-08-01T07:58:00.386Z,500000,rejected,19964,"10,237,166","44,864","146,000","280,100","9,700,145",88
b851f390-2ac0-11ee-8fbb-d9eddf5c2b3f,0x897eec62220de572f3f60317a7be54d1a9a0c8acb2922c1a303c66f38dca6445,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Queer,2023-07-25T07:56:00.953Z,2023-08-01T07:56:00.951Z,500000,rejected,19962,"10,235,094","44,847","146,000","278,200","9,700,145",86
d10cf9c0-2ac0-11ee-8fbb-d9eddf5c2b3f,0xe7d3016b831bcdf5447787c60679b763fdfe949dea44f60424ba63193d150109,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Bisexual,2023-07-25T07:56:00.444Z,2023-08-01T07:56:00.444Z,500000,rejected,19963,"10,235,823","44,056","124,000","266,100","9,735,724",93
4a0c6dc0-2ac0-11ee-8fbb-d9eddf5c2b3f,0x682d15cbc178b9c3dd1686a64fba30621fe4309e6653562a36a6313f01930c63,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Homosexuals,2023-07-25T07:53:00.948Z,2023-08-01T07:53:00.947Z,500000,rejected,19958,"10,234,711","44,096","126,000","265,300","9,733,373",89
2723a940-2ac0-11ee-8fbb-d9eddf5c2b3f,0x750c6140a7fbd7a9ca58e0a8ac8d0f9d38580ab8d6124bdb81b8b1eb7292167f,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Homo,2023-07-25T07:52:00.380Z,2023-08-01T07:52:00.380Z,500000,rejected,19957,"9,736,273","20,223","116,000","266,000","9,268,128",85
0266c100-2ac0-11ee-8fbb-d9eddf5c2b3f,0xc82b89f7eaf59500d331f054a144fd32e77de09903c94faf57c2f75556cd764d,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Trans,2023-07-25T07:51:00.744Z,2023-08-01T07:51:00.744Z,500000,rejected,19956,"9,733,739","19,803","118,000","266,000","9,264,014",81
e5b41ad0-2abf-11ee-8fbb-d9eddf5c2b3f,0xd8054961a6a1a5e57b6dd48d72c290c1229ab28be03f9987d07e094f1197d489,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Tranny,2023-07-25T07:50:00.597Z,2023-08-01T07:50:00.597Z,500000,rejected,19955,"9,624,636","42,048","122,000","261,500","9,133,155",86
cbb65b70-2abf-11ee-8fbb-d9eddf5c2b3f,0x06ecb2021010f1788ed69ec9fdd2f50e10e68611fa101a851ce3a5848ac73b74,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,ban_name,Ban the name Transgender,2023-07-25T07:49:00.991Z,2023-08-01T07:49:00.988Z,500000,rejected,19954,"10,238,910","44,344","126,000","266,900","9,735,724",88
f811f3b0-2ab4-11ee-8fbb-d9eddf5c2b3f,0x5223859f0d78e830238247fd39af773aa9392d5d76f5210c40e4edeacc6fa60d,0x8218a2445679e38f358e42f88fe2125c98440d59,poi,"Remove the location -145,113 from the Points of Interest",2023-07-25T06:32:00.947Z,2023-08-01T06:32:00.945Z,500000,rejected,19953,"9,933,169","35,267","150,000","282,200","9,392,212",98
70649dd0-2a70-11ee-8fbb-d9eddf5c2b3f,0x964c5ec08db5f673878ad962658196f20ded39494fad1f8984f3de44dd9bb507,0xff3327cc139449fa111ad87351bb300e9cc7607c,ban_name,Ban the name Shemale,2023-07-24T22:21:00.541Z,2023-07-31T22:21:00.540Z,500000,passed,19940,"12,279,046","120,555","246,000","565,000","11,199,730",127
3d666ad0-2a70-11ee-8fbb-d9eddf5c2b3f,0x22ccab7027c96b223c11a95a7b76b3b9e17c10473ab22364632c157a6f9dd9f6,0xff3327cc139449fa111ad87351bb300e9cc7607c,ban_name,Ban the name Ladyboy,2023-07-24T22:20:00.989Z,2023-07-31T22:20:00.988Z,500000,rejected,19939,"11,911,376","94,763","216,000","469,500","10,991,444",115
40661fa0-2a57-11ee-8fbb-d9eddf5c2b3f,0x8cc5a87c1979dac97373b0503c316ea5c766e7cf44646ee441b3e0b6effd13da,0x2a4b8508b0fb552ac4a0f4795f22f9495fafbba9,grant,CREATING A FAMOUS HOUSE (Free Download)!,2023-07-24T19:21:00.602Z,2023-08-07T19:21:00.600Z,2000000,active,19930,"4,165,032","7,814","46,000","38,000","4,066,949",103
aeb62530-2a35-11ee-8e2a-0990078ddc40,0x1637153bd67cbdb032dafc00f7fb8a517c3dd77368af65a97ff7ba4225281642,0x8b257b97c0e07e527b073b6513ba8ea659279b61,poll,Diversify 5-10% of the DCLDAO Treasury for permanent on-chain income,2023-07-24T15:20:00.787Z,2023-07-29T15:20:00.779Z,500000,rejected,19921,"3,705,441","5,830","22,000","15,600","3,651,190",80
dc5860d0-28c2-11ee-8e2a-0990078ddc40,0x5e2ac14310b546db6667b476854d9d69b3f7b05b6281ef09e6f4338420602db3,0x4a763f2d801906c321a9a46b3cc137c3439b59fa,grant,"The mobile game QUANTUMSPACE, portal in the NFT Gallery QNTUM.SPACE in DCL.",2023-07-22T19:06:00.061Z,2023-08-05T19:06:00.058Z,4200000,active,19912,"7,281,931","44,339","222,000","365,000","6,511,896",155
c39a5a60-2833-11ee-8e2a-0990078ddc40,0xaf0917414906071c5ae4307b32082ad6b723400aeeb62228b6b8b1911915877f,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,poll,Improved mechanism for DAO Discord Moderation Mute Votes,2023-07-22T02:02:00.520Z,2023-07-27T02:02:00.517Z,500000,rejected,19905,"6,824,967","45,944","160,000","364,100","6,119,044",135
1aeabde0-272c-11ee-8e2a-0990078ddc40,0x0875344cdb4938812bf4eec91708aa0e0053b4db27dc5d16e342be97b7744b2f,0x5b5cc427c1d81db4f94de4d51d85ce122d63e244,governance,Limit Fund Appropriation to Grant Proposals,2023-07-20T18:34:00.870Z,2023-08-03T18:34:00.869Z,6000000,active,19897,"11,252,644","117,227","220,000","258,100","10,591,735",174
d463ba10-2687-11ee-a12f-1f19cf585630,0x57c3bd5acb4c2e4ec6ee1fe5832dc833ed80fa8ea5e7134aa656c493afeeff5e,0xed7461fd98758a84b76d6e941cbb92891443c36f,poll,Should community member jar0d be permanently banned from the Decentraland DAO Discord server?,2023-07-19T22:58:00.081Z,2023-07-24T22:58:00.080Z,500000,passed,19872,"11,153,349","120,011","222,000","482,100","10,195,668",167
c538ba50-2681-11ee-a12f-1f19cf585630,0xa922da69654d5305d818c5d15d248c13141a708911e8a3950f9b93cb83d21b0a,0x0c678c84cc5744f2a5b368ce2aeab3905624ff99,poll,"Remove Jar0d from all Decentraland Platforms Including Discord, Forum & Socials.",2023-07-19T22:15:00.653Z,2023-07-24T22:15:00.652Z,500000,passed,19870,"10,816,067","44,828","228,000","396,900","10,003,984",152
02bd2ab0-2668-11ee-a12f-1f19cf585630,0xbbe84c3764597f757780b3a9357c4e2e3480fb4254c8845f5a05d58793e814a3,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,poll,Remove kanwulf from Decentraland DAO Discord Mod Position,2023-07-19T19:11:00.947Z,2023-07-24T19:11:00.945Z,500000,rejected,19850,"4,253,557","16,590","52,000","372,600","3,687,109",125
72d24490-2661-11ee-a12f-1f19cf585630,0x50b3c6e234347b95a96f32f4db51581cf87c049c0bb331b1c61816b59def2a79,0x3a55404f3b6b40876512fe612711e76d3714f49b,poi,"Add the location 136,130 to the Points of Interest",2023-07-19T18:24:00.513Z,2023-07-26T18:24:00.511Z,500000,passed,19849,"5,817,061","47,289","52,000","354,600","5,245,240",110
d7e8bc90-264f-11ee-a12f-1f19cf585630,0xa63b522f1c120b9ad69743b9a0fc414420e7ff623f5a19b23bda7f0ffac201fc,0x6e63d9e00273670767b42750094450b0c08e664f,poll,Vote for the Game Jam '23 Community Choice Award ,2023-07-19T16:18:00.169Z,2023-07-24T16:18:00.168Z,500000,passed,19848,"4,108,857","117,044","82,000","149,600","3,688,988",138
4cb34130-2425-11ee-8ace-3bf098daeebe,0xe0484cc9d354ca6602384dec0befb71143aaafc64c692742ffdee883fff3c7bd,0x45f761e6ba7efa19828d404f4b4098d8de33827e,grant,DCL Open Source & Community Request Builds,2023-07-16T22:08:00.427Z,2023-07-30T22:08:00.426Z,2400000,rejected,19815,"11,052,316","35,326","154,000","361,200","10,366,895",174
62fca700-2368-11ee-8ace-3bf098daeebe,0x3eff9ab67f9f97def7b7a9f91e6ad4597e474afae0737c04097fe17359d275b0,0x890c7aede8d6b045ad982b3d2524b627e995af18,grant,The Whale Tank - A Metaverse Funding Experience ,2023-07-15T23:36:00.936Z,2023-07-29T23:36:00.936Z,2399960,rejected,19812,"6,835,133","25,856","196,000","358,100","6,119,376",169
dcfc1f80-235f-11ee-8ace-3bf098daeebe,0x6357ad516a37262760efd8b7d2bf1fb7eaa6e4a64f82200d0b34348d93580f5f,0x9a712335ded8455a623a51046f7baabd604a337c,grant,"Blockchain Social, Social Media Content Generation - Decentraland",2023-07-15T22:35:00.144Z,2023-07-29T22:35:00.144Z,2600000,passed,19810,"8,422,708","47,563","172,000","366,900","7,699,733",170
5f962e70-22ef-11ee-8ace-3bf098daeebe,0x3b43b49e9c4786954602644bc89083ca8691f5259f043ac861d1205fcece89d1,0x9942c18de1b386d77828f79e4ebe4ed60bcd3fce,grant,Decentraland Studios — Grant Renewal,2023-07-15T09:09:00.127Z,2023-07-29T09:09:00.126Z,2584800,passed,19807,"7,503,699","275,531","338,000","376,700","6,238,271",170
265afc60-224c-11ee-8ace-3bf098daeebe,0x6d03cf950089579021e6615eb24dfb211f677b90298de3dd68f68dae81efa5ce,0x31e0a65b27553d6ade0b37191cee29ebbb63fbdb,poi,"Remove the location 86,-33 from the Points of Interest",2023-07-14T13:41:00.143Z,2023-07-21T13:41:00.142Z,500000,passed,19801,"5,667,857","18,782","56,000","249,300","5,294,829",141
d215f940-2244-11ee-8ace-3bf098daeebe,0x534ec43ce152a03c7e35ca3286259c1381dc5965055c432244dd087668cda91d,0x82d54417fc69681dc74a6c0c68c6dbad5a2857b9,grant,Feeka Café - Wearable Asset Pipeline Tutorial Series,2023-07-14T12:49:00.285Z,2023-07-28T12:49:00.283Z,2000000,passed,19799,"10,586,798","96,860","866,000","365,900","8,966,412",166
b4a0ec40-222a-11ee-8ace-3bf098daeebe,0xef431f520b578aa0134dd8015fb9c7d207df13efa39a16ccb1548356615e8742,0xd11a019a70986bd607cbc1c1f9ae221c78581f49,poll,Should the DAO Reward Genesis City Scenes That Drive Engagement?,2023-07-14T09:42:00.948Z,2023-07-19T09:42:00.947Z,500000,passed,19798,"3,795,056","23,356","32,000","114,800","3,550,837",112
6c78f120-221f-11ee-8ace-3bf098daeebe,0xdef2c30e2445e82d2255fd55af3c4e1bcec031f70e9a23078747b00d11aa9dde,0x017fbadca2dbc267bb046624f23831662a6fd718,grant,Butterfly Prawn Farm (BPF) Development and Expansion,2023-07-14T08:21:00.427Z,2023-07-28T08:21:00.330Z,4800000,rejected,19796,"5,377,771","20,173","118,000","365,000","4,743,047",112
8443eac0-209a-11ee-b5f5-f3f361e3b760,0x6af24669f86c5ad809220991f8ce065e02477426347b881b1b388d5e1557c82c,0xc05ce9ac536088d25d253f4c60c79ef4122239e4,grant,Decentraland Sports Events in Hong Kong,2023-07-12T09:57:00.116Z,2023-07-26T09:57:00.115Z,2000000,rejected,19777,"965,320","25,799","302,000","369,300",0,178
0e970750-2052-11ee-b5f5-f3f361e3b760,0xc9f5916b27581c3d74dd8ec9d9d527e86153a4e5fb8b9df8258ef295c57ce939,0x3429cbff7eb34e4c9dd9d7e41041fd7b2a01fdb0,grant,DCL_Brasil (re-proposing to correct category),2023-07-12T01:18:00.925Z,2023-07-26T01:18:00.924Z,2640000,passed,19775,"6,996,111","46,447","172,000","148,400","6,542,533",176
a4507de0-2038-11ee-b5f5-f3f361e3b760,0x843d3c34f7860a92b0fd9826dd55b3e97cbb546aaffd6b761625a9ce841a4ce9,0x153b2252eddcb3690ae6f5e9f38be13779e1364d,grant,DCL Community Celebration and DAO Engagement-Focused Content Creation,2023-07-11T22:16:00.206Z,2023-07-25T22:16:00.185Z,3000000,rejected,19773,"18,371,268","245,318","2,330,000","499,300","15,155,669",219
4c64c0f0-1f20-11ee-9bcb-ff4f8c446533,0x4326989f529673c73c2a2dfdf977f1878c37e483ae5776d41bf64cf27847ca96,0xb8782cf628357ce2751a4ea3007934048fbaa672,governance,Default REALM and SOLO Mode Implementation,2023-07-10T12:50:00.615Z,2023-07-24T12:50:00.615Z,6000000,passed,19760,"9,699,791","2,498,624","626,000","253,900","6,263,872",182
501194c0-1efe-11ee-9bcb-ff4f8c446533,0xcab7592f1a4dab89f61660dd5198991cf04cfd04f214ebd0c308bdfda4d6d3c4,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,poll,Published Worlds Different Surrounds Options,2023-07-10T08:46:00.892Z,2023-07-15T08:46:00.891Z,500000,rejected,19759,"3,518,114","24,165","106,000","239,900","3,095,176",107
0695d830-1eed-11ee-9bcb-ff4f8c446533,0x92aadb93f5295ed57c2a8665a04993507d98c866e7304f9d147c0185bcd3287f,0x216f23a92670893fa47dde34e1fa60fb011c79e4,poll,Feature request for Worlds to be added to My Assets & Collectibles submenu & names in the marketplace to display if they have a deployed World along with the link,2023-07-10T06:43:00.163Z,2023-07-15T06:43:00.162Z,500000,rejected,19757,"3,581,185","20,874","72,000","338,100","3,026,911",95
0a323c40-1e52-11ee-9bcb-ff4f8c446533,0xd37499d487be440f6ade6fd74a0d69edcb590af4b8905711b35712074fd705d6,0x8218a2445679e38f358e42f88fe2125c98440d59,poll,Review of Delegate's VP issued by Esteban Ordano,2023-07-09T12:13:00.228Z,2023-07-14T12:13:00.227Z,500000,rejected,19756,"6,083,790","37,182","140,000","238,000","5,609,056",89
250c1b80-1de9-11ee-9bcb-ff4f8c446533,0x8229b3dd0afbf0a35183057924343b7fffe119c36a74f6254cb43a10947c63e9,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,poll,Add Ethereum Name Service (ENS) to Builder for Publishing Worlds,2023-07-08T23:42:00.120Z,2023-07-13T23:42:00.119Z,500000,passed,19752,"5,354,137","241,084","402,000","246,300","4,403,994",130
2f8b4640-1dca-11ee-9bcb-ff4f8c446533,0xc01c49b8d4b449d0cb69430b14a8e2a2d78c74a65818f9e5500a293d04a00227,0xd6e62a97a55537cd04847bb73e22208bd20106aa,poll,1% Strategic Diversification of DCL DAO Holdings,2023-07-08T20:01:00.333Z,2023-07-13T20:01:00.332Z,500000,rejected,19751,"3,603,385","14,375","52,000","19,600","3,505,785",96
6538a080-1d16-11ee-9bcb-ff4f8c446533,0xdd687113e2f852477b629d175311cb5b280c410e1c72fb22e0b085bcbc60fede,0xcecbe670c11d4d28678955f23e0d2d708d79c893,tender,Road Modernization,2023-08-06T22:34:11.975Z,2023-08-20T22:34:11.975Z,4000000,pending,19746,0,0,0,0,0,0
29131a00-1c16-11ee-9bcb-ff4f8c446533,0x05e6110fa3fffa19de759b0830885405a742a24ca72dce125360d562a5de2016,0xd6e62a97a55537cd04847bb73e22208bd20106aa,grant,"DCL Virtual Library – Expansion of Courses, Questing, and Rewards",2023-07-06T15:59:00.904Z,2023-07-20T15:59:00.903Z,5612000,out_of_budget,19735,"7,832,116","72,847","620,000","264,500","6,808,226",146
